duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
94,,Movie,Paradise Beach,11/8/2019,2019,TV-MA,"Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand.",81079723
79,,Movie,Hope Springs Eternal,11/8/2018,2018,PG,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school.",81003058
78,,Movie,The Desert Bride,11/8/2018,2017,TV-14,"While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities.",80236993
111,,Movie,The Sea of Trees,11/8/2018,2015,PG-13,"A brooding American unable to cope with personal crisis travels to ""suicide forest"" near Mount Fuji, where he meets a fellow lost wanderer.",80057565
,1,TV Show,Transfers,11/8/2018,2017,TV-MA,"After a boating accident, woodworker and family man Florian wakes up in the body of an officer who leads a task force against illegal body transfers.",81016857
112,,Movie,Yes or No 2,11/8/2018,2012,TV-PG,"No longer university girls, Kim and Pie face new hurdles in their relationship, including work, new friends and other distractions.",81002596
107,,Movie,Yes or No 2.5,11/8/2018,2015,TV-PG,"Roommates Wine and Pie find their lives turned upside down when two more ladies move in next door, bringing up past heartaches and new attractions.",81002597
101,,Movie,My Way,11/8/2016,2016,TV-14,"Former Italian prime minister Silvio Berlusconi opens up about his life, including his sex scandals, corruption trials, and friendship with Putin.",80148275
121,,Movie,U Turn,11/7/2019,2016,TV-14,A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.,80127886
,1,TV Show,Damnation,11/7/2018,2017,TV-14,"During the Great Depression, a stranger with a violent past poses as a preacher and rallies farmers to mount a strike in a rural Iowa community.",80176771
102,,Movie,Into the Forest,11/7/2018,2015,R,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse.",80080491
81,,Movie,Krisha,11/7/2018,2015,R,"After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event.",80046777
81,,Movie,Jerry Seinfeld: Comedian,11/7/2017,2002,R,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.,60024976
,1,TV Show,P. King Duckling,11/7/2017,2016,TV-Y,"P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.",80185003
123,,Movie,The Journey Is the Destination,11/7/2017,2016,R,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.,80173002
100,,Movie,Virunga,11/7/2014,2014,TV-MA,The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.,80009431
78,,Movie,Burning Cane,11/6/2019,2019,TV-MA,"A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study.",81092045
,1,TV Show,SCAMS,11/6/2019,2019,TV-14,"Hit hard by the Lehman shock, a well-meaning young man joins a phone scam operation and gets increasingly embroiled in the underworld.",81153751
116,,Movie,Shadow,11/6/2019,2018,TV-MA,"As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court.",81034600
144,,Movie,Let It Fall: Los Angeles 1982-1992,11/6/2017,2017,TV-MA,This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots.,80183783
87,,Movie,Luccas Neto in: Summer Camp,11/5/2019,2019,TV-G,Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,81209203
61,,Movie,Seth Meyers: Lobby Baby,11/5/2019,2019,TV-MA,SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.,81058497
98,,Movie,The Lovers,11/5/2019,2017,R,"On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",80167628
123,,Movie,Tune in for Love,11/5/2019,2019,TV-MA,"A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart.",81165326
85,,Movie,Undercover Brother 2,11/5/2019,2019,R,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat.",81053961
,1,TV Show,Voice,11/5/2019,2019,TV-14,"In this remake of the Korean thriller, an esteemed detective and a talented cop join forces to nail the killer who took the lives of their loved ones.",81142595
129,,Movie,Bucket List,11/5/2018,2018,TV-14,"After getting a heart transplant, a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor.",81029848
90,,Movie,John Leguizamo's Latin History for Morons,11/5/2018,2018,TV-MA,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",80225421
153,,Movie,Mubarakan,11/5/2017,2017,PG-13,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",80204460
92,,Movie,A Holiday Engagement,11/4/2019,2011,TV-G,Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.,70209267
87,,Movie,Christmas Crush,11/4/2019,2012,TV-PG,Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.,70306305
92,,Movie,Dear Santa,11/4/2019,2011,TV-PG,"Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true.",70262831
112,,Movie,District 9,11/4/2019,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.",70113005
97,,Movie,Kicking and Screaming,11/4/2019,1995,R,"After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy.",70052286
78,,Movie,Minimalism: A Documentary About the Important Things,11/4/2019,2016,TV-14,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.,80114460
103,,Movie,Oththa Seruppu Size 7,11/4/2019,2019,TV-MA,"Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of.",81206389
,1,TV Show,The Devil Next Door,11/4/2019,2019,TV-MA,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",80201488
105,,Movie,Williams,11/4/2017,2017,TV-MA,This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire – and the near-fatal crash that nearly stalled its future.,80196135
64,,Movie,"Dana Carvey: Straight White Male, 60",11/4/2016,2016,TV-MA,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.,80117461
,1,TV Show,Qué pena tu serie,11/4/2016,2015,TV-MA,"Javier is happily in love with Sofia, so when she breaks up their perfect life, he has to get her back – or maybe try finding a new perfect love.",80127600
112,,Movie,The Ivory Game,11/4/2016,2016,TV-14,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction.",80117533
,1,TV Show,Chocolate,11/30/2019,2019,TV-14,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",81193313
67,,Movie,Guatemala: Heart of the Mayan World,11/30/2019,2019,TV-G,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders.",81197050
135,,Movie,The Zoya Factor,11/30/2019,2019,TV-14,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain.",81213894
,1,TV Show,1983,11/30/2018,2018,TV-MA,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.",80205593
93,,Movie,A Christmas Prince: The Royal Wedding,11/30/2018,2018,TV-PG,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",80238204
30,,Movie,Angela's Christmas,11/30/2018,2018,TV-G,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.,80230507
,1,TV Show,Cloudy with a Chance of Meatballs,11/30/2018,2017,TV-Y7,"Teenager Flint Lockwood has a knack for invention. With help from his pal Sam Sparks, he might even change the world – if he doesn't break it first.",81041515
,1,TV Show,Death by Magic,11/30/2018,2018,TV-14,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",80191074
82,,Movie,El club de los insomnes,11/30/2018,2018,TV-MA,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart.",80990725
95,,Movie,Garuda in My Heart 2,11/30/2018,2011,TV-PG,A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.,81016327
127,,Movie,Happy as Lazzaro,11/30/2018,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world.",81004245
120,,Movie,Love,11/30/2018,2008,TV-PG,"In Jakarta, five couples of varying ages and backgrounds experience the different stages of romantic love, from its giddy start to its painful end.",81033200
,1,TV Show,Love and Fortune,11/30/2018,2018,TV-MA,"Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap.",81002951
114,,Movie,Manto,11/30/2018,2018,TV-MA,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,81039383
119,,Movie,Rajma Chawal,11/30/2018,2018,TV-MA,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",81018377
101,,Movie,The World Is Yours,11/30/2018,2018,TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",81021528
